"module_name","Calendar Type","Credits"
"SCS675 Introduction to Leadership and Practice Supervision","Academic year","30"
"SCS678 Practice Learning Educator:  Stage One","Academic year","15"
"SCS679 Practice Learning Educator:  Stage Two","Academic year","15"
"SCS682 Assessed and Supported Year in Employment","Academic year","15"
"SCS683 Assessed and Supported Year in Employment (Lincs)","Academic year","15"
"SCS684 The Social Worker in the Court Room","Academic year","30"
"SCS686 Research in Professional Practice","Spring Semester","15"
"TRP631 Urban Development in the Global South","Autumn Semester","15"
"TRP634 Contemporary Urbanism","Spring Semester","15"
"TRP635 International Field Class: Urban Growth and Design","Spring Semester","15"
"TRP637 Politics, Planning and the State","Autumn Semester","15"
"TRP6401 Spatial Planning Systems","Autumn Semester","15"
"TRP6402 Perspectives on Spatial Planning and Development","Autumn Semester","15"
"TRP6403 Values in Planning","Autumn Semester","15"
"TRP6404 Research Methods","Autumn Semester","15"
"TRP6405 Integrated Project","Spring Semester","30"
"TRP6406 Dissertation","Academic year","60"
"TRP6407 Planning in Europe","Spring Semester","60"
"TRP6408 Advanced Software Skills in Urban Design","Spring Semester","15"
"TRP6410 Real Estate Economics","Autumn Semester","15"
"TRP6412 Real Estate Portfolio Analysis","Autumn Semester","15"
"NUR61037 Preparation of the Professional Midwifery Advocate (PMA) / Professional Nurse Advocate (PNA)","Nursing - January Start","20"
"NUR61037 Preparation of the Professional Midwifery Advocate (PMA) / Professional Nurse Advocate (PNA)","Nursing - March Start 3","20"
"NUR61037 Preparation of the Professional Midwifery Advocate (PMA) / Professional Nurse Advocate (PNA)","Nursing - September Start","20"
"SNM130 Organisation of Modern Health Care","Autumn Semester","10"
"SNM134 User expectations of health and social care","Spring Semester","10"
"SNM137 The Body in Health 1","Autumn Semester","10"
"SNM138 The Body in Health 2","Spring Semester","10"
"SNM139 Health Promotion","Autumn Semester","20"
"SNM140 Introduction to Epidemiology","Spring Semester","20"
"SNM141 Health Inequalities","Autumn Semester","20"
"SNM142 Information and Digital Literacy","Academic year","10"
"SNM144 Foundations in Health and Nursing 1","NHS Year","60"
"SNM144A Foundations in Health and Nursing 1","NHS Year","60"
"SNM144B Foundations in Health and Nursing 1","NHS Year","60"
"SNM145 Foundations in Health and Nursing 2","NHS Year","60"
"SNM2090 Ageing, Health and Wellbeing","Autumn Semester","10"
"SNM2129A Practice Based Portfolio Development","NHS Year","40"
"SNM2219 Making Sense of Health Policy","Autumn Semester","10"
"SNM2226 The Body in Illness","Spring Semester","10"
"MGT6129 Management Inquiry","Spring Semester","15"
"MGT6131 Management Inquiry Project","Graduate Year","45"
"MGT6145 Marketing Management","Autumn Semester","15"
"MGT6147 Retail and Services Marketing","Spring Semester","15"
"MGT6149 Marketing in Society","Spring Semester","15"
"MGT6150 Operations Management","Autumn Semester","10"
"MGT6151 Risk and Uncertainty","Spring Semester","15"
"MGT6152 Management Accounting","Autumn Semester","15"
"MGT6153 Financial Accounting and Financial Statement Analysis","Autumn Semester","15"
"MGT6155 Supply Networks Management","Spring Semester","15"
"MGT6156 HRM Skills Sessions","Academic year","0"
"MGT6159 Managing Museums and Cultural Heritage Sites","Spring Semester","15"
"MGT6161 Work Design, Organisational Change and Development","Spring Semester","15"
"MGT6162 APPLYING PSYCHOLOGY TO WORK AND ORGANISATIONS","Academic year","15"
"MGT6163 Leadership, Engagement and Motivation","Autumn Semester","15"
"MGT6164 Learning, Training and Development","Autumn Semester","15"
"MGT6165 Research Methods for Occupational Psychologists","Spring Semester","15"
"MGT6166 Selection and Psychological Testing in Organisations","Autumn Semester","15"
"MGT6167 Statistical Methods for Occupational Psychologists","Autumn Semester","15"
"MGT6168 Well-being and Work","Spring Semester","15"
"MGT6171 Research Methods for Finance and Accounting","Spring Semester","15"
"MGT6173 Sustainability Accounting and Accountability","Autumn Semester","15"
"MAT6514 Solid State Chemistry","Spring Semester","15"
"MAT6516 Materials for Energy Applications","Spring Semester","15"
"MAT6530 Transferable Skills for Engineers and Scientists","Academic year","10"
"MAT6535 Transferable Skills 2","Academic year","5"
"MAT6540 Literature Review","Graduate Year","5"
"MAT6599 Research Project","Academic year","110"
"MAT6664 Science of Materials","Autumn Semester","15"
"MAT6665 Materials Processing and Characterisation","Autumn Semester","15"
"MAT6670 Practical, Modelling and Digital Skills","Autumn Semester","15"
"MAT6674 Science of Materials (DL)","Academic year","15"
"MAT6675 Materials Processing and Characterisation (DL)","Academic year","15"
"MAT6676 Materials Selection, Properties and Applications (DL)","Academic year","15"
"MAT6678 Technical Skills Development (DL)","Academic year","5"
"MAT6679 Heat and Materials with Application (DL)","Academic year","15"
"MAT6720 Nanostructures and Nano-structuring","Spring Semester","15"
"MAT6721 Nanostructures, Nanopatterning and Nanomechanics","Spring Semester","10"
"MAT6761 Functional Nano- and Bio-nanomaterials","Spring Semester","15"
"MAT6860 Nuclear Waste Immobilisation and Disposal","Spring Semester","15"
"MAT6900 Advanced Nuclear Systems","Spring Semester","15"
"MAT6925 Introduction to Phase Diagrams","Academic year","5"
"MLT272 Portuguese Intermediate 1","Autumn Semester","10"
"MLT273 Portuguese Intermediate 2","Spring Semester","10"
"MLT280A French Project Advanced 1","Autumn Semester","10"
"MLT280B French Project Advanced 2","Spring Semester","10"
"MLT281A Spanish Project Advanced 1","Autumn Semester","10"
"MLT281B Spanish Project Advanced 2","Spring Semester","10"
"MLT282A German Project Advanced 1","Autumn Semester","10"
"MLT282B German Project Advanced 2","Spring Semester","10"
"MLT283A Italian Project Advanced 1","Autumn Semester","10"
"MLT283B Italian Project Advanced 2","Spring Semester","10"
"MLT301 Spanish Year Abroad 1","Autumn Semester","10"
"MLT302 German Year Abroad 1","Autumn Semester","10"
"MLT303 Spanish Year Abroad 2","Spring Semester","10"
"MLT304 German Year Abroad 2","Spring Semester","10"
"MLT305 Italian Year Abroad 1","Autumn Semester","10"
"MLT306 Italian Year Abroad 2","Spring Semester","10"
"MLT310 French Higher Advanced 1","Autumn Semester","10"
"MLT311 French Higher Advanced 2","Spring Semester","10"
"MLT312 Spanish Higher Advanced 1","Autumn Semester","10"
"MLT313 Spanish Higher Advanced 2","Spring Semester","10"
"MLT314 German Higher Advanced 1","Autumn Semester","10"
"TRP6416 Investment Valuation","Spring Semester","15"
"TRP6417 Real Estate Development","Spring Semester","15"
"TRP6421 Law of Business Leases","Spring Semester","15"
"TRP6423 Principles of Urban Design","Autumn Semester","15"
"TRP6424 Design Dissertation","Academic year","60"
"TRP649 Sustainable development: a critical investigation","Spring Semester","15"
"TRP651 Managing Cities: The Seoul Case Study","Spring Semester","15"
"TRP655 Health, Wellbeing and the Built Environment","Spring Semester","15"
"TRP673 Mega Urban Projects","Spring Semester","15"
"SNM2228 Communication For Health","Autumn Semester","20"
"SNM2229 Health Psychology","Spring Semester","10"
"SNM2230 Research Methods and Paradigms","Autumn Semester","20"
"SNM2231 Biography and narrative in palliative, supportive and end of life care","Spring Semester","10"
"SNM2233A Patients with acute and short term needs","Calendar year","60"
"SNM2233B Patients with acute and short term needs","Calendar year","60"
"SNM2235 Physiology of Pregnancy and Childbirth","Spring Semester","20"
"SNM2237A Patients with complex and long-term needs","Calendar year","60"
"SNM2237B Patients with complex and long-term needs","Calendar year","60"
"SNM2238 Contexts of Care 2","NHS Year","60"
"SNM2238A Contexts of Care 2","NHS Year","60"
"SNM2238B Contexts of Care 2","NHS Year","60"
"SNM2239 Team Project","NHS Year","60"
"SNM2239A Team Project","NHS Year","60"
"SNM2239B Team Project","NHS Year","60"
"SNM3016A Developing Clinical Practice","NHS Year","40"
"SNM3136A Dissertation","NHS Year","40"
"SNM3187 Managing Diabetes as a Long-term Health Condition","Academic year","20"
"SNM3241 Ethics in Practice","Autumn Semester","20"
"SNM3242 Health and Human Sciences Placement","Spring Semester","20"
"SNM3243 Dissertation","Academic year","40"
"SNM3245 Global Health Challenges","Spring Semester","20"
"SNM3249 Maastricht University Study Placement","Spring Semester","20"
"SNM3252 The Biomedical Basis of Disease Management","Autumn Semester","20"
"SNM3253 Managing Respiratory Disease as a Long-term Health Condition","NHS Year","20"
"MGT6174 Financial Management","Spring Semester","15"
"MGT6175 Supply Chain Accounting and Finance","Spring Semester","15"
"MGT6176 Comparative Finance and Financial Services","Autumn Semester","15"
"MGT6179 Operations Management for Logistics and Supply Chain Management","Autumn Semester","15"
"MGT6180 Contemporary Marketing Practices","Autumn Semester","15"
"MGT6181 Marketing Communications","Autumn Semester","15"
"MGT6182 International Consumer Behaviour","Autumn Semester","15"
"MGT6219 Developing Leaders and Teams","Spring Semester","15"
"MGT6221 Strategic Management Accounting","Spring Semester","10"
"MGT6222 Leading and Managing People and Performance","Spring Semester","15"
"MGT6223 Financial Management and Leadership in Not-for-profit and Public Services","Spring Semester","15"
"MGT6224 Pathways to Decision-making in Different Environments","Spring Semester","15"
"MGT6225 Doctoral Training in Management","Graduate Year","0"
"MGT6226 Global Managerial Economics","Autumn Semester","10"
"MGT6227 The Intelligent Organisation","Autumn Semester","10"
"MGT6228 Marketing Consultancy Challenge","Autumn Semester","20"
"MGT6229 Effective and Responsible Leadership","Spring Semester","10"
"MGT6234 New Venture Creation Challenge","Spring Semester","15"
"MGT6235 Internationalisation Challenge","Spring Semester","10"
"MGT6236 Career Accelerator Programme","Academic year","0"
"MGT6237 Individual MBA Challenge","Graduate Year","45"
"MEC207 Materials Processing","Spring Semester","10"
"N08 Particle Engineering in the Nuclear Industry","Graduate Year","15"
"MLT315 German Higher Advanced 2","Spring Semester","10"
"MLT316 Italian Higher Advanced 1","Autumn Semester","10"
"MLT317 Italian Higher Advanced 2","Spring Semester","10"
"MLT320A French Project Higher Advanced 1","Autumn Semester","10"
"MLT320B French Project Higher Advanced 2","Spring Semester","10"
"MLT321A Spanish Project Higher Advanced 1","Autumn Semester","10"
"MLT321B Spanish Project Higher Advanced 2","Spring Semester","10"
"MLT322A German Project Higher Advanced 1","Autumn Semester","10"
"MLT322B German Project Higher Advanced 2","Spring Semester","10"
"MLT323A Italian Project Higher Advanced 1","Autumn Semester","10"
"MLT323B Italian Project Higher Advanced 2","Spring Semester","10"
"MLT325A French-English Tandem Proficient 1","Autumn Semester","10"
"MLT325B French-English Tandem Proficient 2","Spring Semester","10"
"MLT326A German-English Tandem Proficient 1","Autumn Semester","10"
"MLT326B German-English Tandem Proficient 2","Spring Semester","10"
"MLT327A Spanish-English Tandem Proficient 1","Autumn Semester","10"
"MLT327B Spanish-English Tandem Proficient 2","Spring Semester","10"
"MLT328A Italian-English Tandem Proficient 1","Autumn Semester","10"
"MLT328B Italian-English Tandem Proficient 2","Spring Semester","10"
"MLT330 French Year Abroad 1","Autumn Semester","10"
"SNM3254A Care and Management of the Renal Patient (Online)","NHS Year","20"
"SNM3254B Care and Management of the Renal Patient (Online)","NHS Year","20"
"SNM3255 Advancing Renal Nursing Practice (online)","NHS Year","20"
"SNM3256 Developing Clinical Practice (Online)","NHS Year","40"
"SNM3257 Evidence Based Practice (Online)","NHS Year","20"
"SNM3258 Recognising and responding to patient deterioration (Online)","NHS Year","20"
"SNM3258A Recognising and responding to patient deterioration (Online)","NHS Year","20"
"SNM3264 Neonatal Intensive Care Nursing","Academic year","20"
"SNM3264A Neonatal Intensive Care Nursing","Academic year","20"
"SNM3264B Neonatal Intensive Care Nursing","Academic year","20"
"SNM3265A Transitions to practice: Developing Autonomy","Calendar year","60"
"SNM3265B Transitions to practice: Developing Autonomy","Calendar year","60"
"SNM3266A Transitions to practice - Managing and Organising Care","Calendar year","60"
"SNM3266B Transitions to practice - Managing and Organising Care","Calendar year","60"
"SNM3267 Palliative and Supportive Care","Spring Semester","20"
"SNM405 Advanced Renal Nursing","Academic year","15"
"SNM6016B Evidence Based Practice","Graduate Year","15"
"SNM6018 Dissertation","Graduate Year","60"
"SNM6018A Dissertation","Graduate Year","60"
"SNM609 Health Promotion and Education in Practice","Graduate Year","15"
"SNM612 Evidence-based Stroke Care","Academic year","15"
"SNM614 Managing diabetes as a long term health condition","Academic year","15"
"SNM615 Managing respiratory disease as a long term health condition","Academic year","15"
"SNM624A Independent & Supplementary Prescribing for Nurses and Midwives","Graduate Year","30"
"SNM624B Independent & Supplementary Prescribing for Nurses and Midwives","Graduate Year","30"
"MGT6239 Corporate Strategy","Spring Semester","20"
"MGT6241 Global Challenges: Future, Ethics and Sustainability (I)","Spring Semester","0"
"MGT6243 Leading Change","Spring Semester","20"
"MGT6246 People and Organisations","Spring Semester","20"
"MGT6248 Portfolio management and investment","Spring Semester","15"
"MGT6249 Cultural and Creative Entrepreneurship","Spring Semester","15"
"MGT6250 Marketing Research","Spring Semester","15"
"MGT6252 Entrepreneurial Economies","Autumn Semester","15"
"MGT6255 Social and Alteranative Entrepreneurship","Spring Semester","15"
"MGT6258 Accounting and Financial Management","Autumn Semester","15"
"MGT6259 Intelligent Organisations","Autumn Semester","15"
